module_id,course_id
L1s4VseGlRT302GZlJNStvtJZnvnr3IJ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
HxVne4dRqhXXf9FEsuUxVBG2THLkXgGV, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3fpwAdewUyNZkLToSwy7eWQmmglHzA0G, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
qEdbIFRbbfpjN4tkWOq8kMsxES84yPfy, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
q9vSHnqnL8T6MSYy1QZ1d1v8gb7HqKIc, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
jChJZWA7TPrU7h1y5uZfnwajue9MzGBn, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
54D4zY2cdRyG83ZfykBka35LzNS04AXi, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
zDoPYVWL0APn1CAim3uMOBoSA6sGt9MZ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
lFaL098pNcCMxay4b7YvzwmolqCVT03N, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
I6LKQXheMldlnI1vCTZBBVq3RxLAOxpE, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
0lrB7xh60Mnfp83JZY0GbnYiVgQIcdBz, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
W569V82FPFMc3YKyMh7mUoAaiYAESfci, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
t62YLbx6JfoGf6znvwn2yvoAkQP47N3O, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
sZheQFLQDOSqmjBA12i2NVVuHTmiLaDm, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9bc4yoavNlSifbTbZjUCdAQenbV5LByB, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
1KcQ0YSPih8dCJxia9uRrGylbGPaEsTO, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
EwNhr3X73GNTY20P0JN6AlQndvSuRwhN, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
PdIDJgFPNrcCtmegviCbPbzeyoQF0K58, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
imDqISq6D3vp4nqjskdKt4XxLvD9AOUd, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
LHbqwkRX6hEG5rc7z2hNSfpcUSDHLo4m, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
g0Q3zVjvoz0dyzIsXyQfhX0ebFH0AJ5Y, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
4ce8fAjrMeCFTlKZuofQEOaULIdbRAe8, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
h1ch77pnXr6XYHCPYxJr5INwsVTtMXlo, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
mvpQStOh3NAWL5lbi2QPNGjmUyhjUQNO, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
0YtnClw7eYjb0udEXkrjAQxRY1v9lxJ2, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
hqINOwgj0k0SdGyQcAejywUCcczZLa6O, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
tuDZdrXYmfYyUTk9o4VV3bU6I88AqiiJ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
w7rr3etQTv55jXxNPaOrMOMnPd7Lnib7, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
vWL7Cm1K6qVs98rSJ1RtUn3sEJvt0nrh, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
rwu7P61ZY6diHNxWKs3zgKaqC5lRUHk7, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
aTnZg46nDf1IJWjZU4XQUQU6Wv9K2GgM, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ILJdHKd9sipOVJIPv04tD1xzhHEbljZh, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
qkpA8v0LrktnFguz4hqUEgNKVNLxgz3t, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
eb4qnBWdXppacCTDJxwizhgIGyXjEIJ5, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
p6ZaxyQY57wkUzb5r6xVkOrgd0QOXFsu, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
43UviPKQQIGrFo6RbOKQFtZNn8AidYA6, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
kYut8KVi9bUfNJfBh7nThxZ7NWClg5KY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
F5Wy6EUeCZmTJDssZyl7J96CetUccZpL, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
mq2oOcVUhjfPK82lDdiNy312JszVFIOm, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
2IJkG4Uq2mbWBLh1GLufLKwSie3yxUsC, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
QxNUNRYAxPyGUYy2JR12DVcripoHsL2d, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
XJgPyHHKCy5MfCYi6mA5uMTsv4PoSYU5, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
lw0cv1cEZEIwVO993M85JRl5gwSmc2ZL, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
KcDFy62vlFh27mN2ME5eiMgazkv7xiEG, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
UraoPNrUkUdvdI9cOisWa6B3INuWc5nh, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
LKP6B9nmDTP5J9AGmOu0PYFNLekZuIog, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
tOGjSHli2ImPvVqDbSapJlWtBpjgNBLW, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
HjPDwgKKGYJjuI5a0HCFAL0DtHUem9bW, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
QKzz8VLawuczTGaSEu6LvZz4qXCg8S4S, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
kUachFA7EtkMbvCoDQcleBmupD8yWMKY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
0n2LW74cyWQJCfxKOcgdw0ZNFagwsNvD, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
fHwJClISHfL4gMKnvBD5LcXZoxnSVA0E, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
u69delSGVXkJr7EpSNUlZSjYQW9UlBLw, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
FmWkl6g4clFpBqNPRarrs0P06kuUXS6k, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
RLtRWPQ0juZT22o7YxpXnfcmmHO9fjOt, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
t0cG5OGFGrthleIboP6b3CYAAgYhPMsL, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
jpPeTFg19J8jIVJcVUz3iFS42jlajWrP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
cQ7NMjwpHVOxkV59F19v5egaKkO3umSP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
odDUXQbmYQGcdApIJQrK58kiwHmgSuNq, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
bpVybKJgXz9Xwnje17xCbN7lzvqfkwdm, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9DDxT0ccS55DMrCaBNi73Cc9DQS53sO9, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ctBNT9ffJhhO0SYXO2S7iSWO8JK9m1FH, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
OvcS09wkqw9gUFblYMiYfhnf4dll2LUT, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
y1TrlFIDtsyx8IydLVyuNcWgfPegxj2H, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IfJUhJXO26vuZH1GQM2G1tX4euMi6dfz, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
bY7CWrpNV7Z0RnytOGVKqWcKp7rlWVd0, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
rfFfkNfBPHVKCQQaRawYExVGldYDQ4kW, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
jKmTCtJ0NyBxQoxggAd6yH2udfg02414, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
CdsLvjDoDMluqkLjeptTlnbUK458nYuC, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
jo12XEFnWMcM4KTTBdsnuFYsY5lY1Hmb, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
gPDs0OUW8kYalh0ttSJtxBVXxmS9uTUM, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
pzimOvvbvKZxl4x9qH9idF5gyi72SMdY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
M25IjDTBodCrQIkZ44ToBAvgnQcEKPyu, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
gaA9uHF7NMyNcpyY6kWI9ExrKK4hSd5I, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
fHt03XuhxlOAJmWoy2LTzMfrT5zxoZnr, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
cIY1Azz4wrsIwct9G7zEfuWuteUpaant, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
wDmH9Bm2zhRNrOGAsNdbKJ2yEaLvHLxY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
oGFCgcf6ikjsy1UVNW7BsZ7PD5mQJrxu, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
lOQ2OwluctQRKaIYHWjeho4ouJa0HJWE, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9ANqp4blKjY2s4EEqC3DVQ67p2FeKQb7, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
iuxWAS2mk64zghch7opKbIlk4vAQtd4N, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
KDWHbWXC8iDivvabsaiWf7nWO4GuaokK, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
fAVJTg1L91tFTCIoufb0Mvgi3EnYB2kW, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IKJlGPIiZTVbSgiVoJzTaaLVqgYLhRRL, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
lCZiPqPCZxyHlCLVAh8aNPrxFYSzQjbP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
HyKMLYJbuSEKJWJ4VkX7Vafsml26Ymek, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
Vp4YxBgRdLkaIh2LXY8jtHpV7e6FCsrl, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IUe3Nux31oiRn8TiuiVzIBaGJ66SHdFT, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
dPWhq3Qkd7UQ3LZAgFW91wyA5H8ANblU, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
EK322Z4Ube1TlUQkuOLwa2qjNGjCVpDU, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
jRNmkdQ2SCJbwaNg2zFr4pktDPzVNRxo, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
SsyWkakE0YByxhcYN1mb0vdm3XVrtbgv, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
HNyNvjMVOr0dxedt4R4qxwmn1ANvUcmH, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
7RZrTi6YG2ffOm9OB1cAX6yJdRevcMlQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
OKyPDnKAJmSjta1LmP98P8G2OlxZKPGq, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ACBqKkRlIfuMbkNVGaxVBLka7Xn6X3aP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
BdUxefYtQiLxKQpCvQwwFYsGAyqfopfj, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
GWwkSmF7xs2GCnQ2L4v5f9n9jAQEapKZ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
R9H54yQ0oUN1TQFQ5hRMjGkUOtB8Bxpk, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
TvLX2259DE6DJJG4QUZHccz7A4vlprNB, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
fEaL8hSXdmePaloPZOM3OtPqNwhmd8yV, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
JRFysd6LF6xnnHVayy74gGD1vVAOf7oH, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
1L8UBM37OEUxe4wUAGcuyNAeZOklbOvQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IyrcwaXm6OxqMeRNjfSC4Pd08qCcxoKb, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6dVgdX4lXG5RVHvB4xfTJfunxwPeenGX, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6trTrDHUpR9mHgLWzCAIO7MiqSt6gOzs, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
kTmbRTEwhrfy2l8YIlaU70vx8ipgN8FO, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9HhanEKE3nfB5s4LagUKKW2OP53P3u6k, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
syjLqEfLFmwFdU0T6wwH9HKQv1mYPf4q, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
OPwucAwWb9GUVOG3xZPVIe8nYb3j6PTD, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
la04MCD9HxfOFYBVfa4BjtzmIW6jM1Ik, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
X2rMpSy9lvzEePcRPUXZRrFexnkU1Cmt, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
nJiq11cY4D92xzw7dWOYDtY4aHWyUECT, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
Y7lnTNGcpc3zClpNsgSA4OFv0crKWkIs, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
iobkSlnkHFHMfGsQfOMsKDndiFEC5BA2, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
w2rvYXi0ibCfdAgWFKsHCixlncGmxSjU, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
5NQB7kx2I3gnApvucFlend3U8PpeRO3I, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
aPX7zs9ZHQAKIOOZuctOByNugI7nVmHK, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
dSSUM9U4dfS9p0zy8GkhLT28jWrogoUt, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IbfNSsf1r5I5uzwijujWen3nbuAoiDYR, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
nQZ5JRSJDlJ0XmlkYykP7iWt748Hp5uQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8z724RQsocJ9SeLYvsFHpQT3g3oGHtl4, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
lEclrvAiMw6bZux1hsGJB4DpFB4GpfoX, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
